# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "5" "-t" "CDS" "-g" "locus_tag" "-a" "../data/reference_sequences/tot_seqs.gff" "-o" "../data/rna_align/counttable_bb.txt" "-M" "../data/rna_align/1_CON_0_1_NEB_DPLEX.bam" "../data/rna_align/3_CON_2_1_NEB_DPLEX.bam" "../data/rna_align/4_CON_2_2_NEB_DPLEX.bam" "../data/rna_align/5_PNA_0_1_NEB_DPLEX.bam" "../data/rna_align/6_PNA_0_2_NEB_DPLEX.bam" "../data/rna_align/7_PNA_2_1_NEB_DPLEX.bam" "../data/rna_align/8_PNA_2_2_NEB_DPLEX.bam" "../data/rna_align/CON_0_1_RZ_DPLEX.bam" "../data/rna_align/CON_0_2_RZ_DPLEX.bam" "../data/rna_align/CON_2_1_RZ_DPLEX.bam" "../data/rna_align/CON_2_2_RZ_DPLEX.bam" "../data/rna_align/PNA_0_1_RZ_DPLEX.bam" "../data/rna_align/PNA_0_2_RZ_DPLEX.bam" "../data/rna_align/PNA_2_1_RZ_DPLEX.bam" "../data/rna_align/PNA_2_2_RZ_DPLEX.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/rna_align/1_CON_0_1_NEB_DPLEX.bam	../data/rna_align/3_CON_2_1_NEB_DPLEX.bam	../data/rna_align/4_CON_2_2_NEB_DPLEX.bam	../data/rna_align/5_PNA_0_1_NEB_DPLEX.bam	../data/rna_align/6_PNA_0_2_NEB_DPLEX.bam	../data/rna_align/7_PNA_2_1_NEB_DPLEX.bam	../data/rna_align/8_PNA_2_2_NEB_DPLEX.bam	../data/rna_align/CON_0_1_RZ_DPLEX.bam	../data/rna_align/CON_0_2_RZ_DPLEX.bam	../data/rna_align/CON_2_1_RZ_DPLEX.bam	../data/rna_align/CON_2_2_RZ_DPLEX.bam	../data/rna_align/PNA_0_1_RZ_DPLEX.bam	../data/rna_align/PNA_0_2_RZ_DPLEX.bam	../data/rna_align/PNA_2_1_RZ_DPLEX.bam	../data/rna_align/PNA_2_2_RZ_DPLEX.bam
FE838_RS19140	NZ_CP040530.1	4993337	4994257	-	921	23649	11255	5950	15469	13367	9229	7378	20	3	12	7	4	3	7	3
FE838_RS19145	NZ_CP040530.1	4994262	4994633	-	372	17	14	5	26	16	8	13	2	4	6	1	3	1	0	0
FE838_RS19150	NZ_CP040530.1	4994863	4995366	-	504	36	24	14	22	10	32	14	4	3	7	1	2	3	0	0
FE838_RS19155	NZ_CP040530.1	4995844	4996155	+	312	8	5	2	10	7	5	0	5	0	3	3	0	4	2	1
FE838_RS19160	NZ_CP040530.1	4996199	4996522	+	324	2	2	0	4	2	3	0	1	0	0	1	0	0	0	0
FE838_RS19165	NZ_CP040530.1	4996863	4997042	-	180	3	4	1	2	1	3	1	0	0	0	0	1	0	0	0
FE838_RS19170	NZ_CP040530.1	4997047	4997439	-	393	811	359	170	486	405	288	164	48	30	21	6	13	12	4	2
FE838_RS19175	NZ_CP040530.1	4997471	4998031	-	561	27	9	3	9	6	9	4	4	3	0	1	4	2	0	0
FE838_RS19180	NZ_CP040530.1	4998355	4998606	+	252	10	2	5	12	0	8	2	2	1	1	0	2	2	0	1
FE838_RS19185	NZ_CP040530.1	4998977	4999576	-	600	19	28	23	21	16	20	19	14	1	6	10	1	2	2	0
FE838_RS19190	NZ_CP040530.1	4999582	4999749	-	168	1	1	2	5	3	0	5	0	0	1	0	0	4	0	0
FE838_RS24540	NZ_CP040530.1	4999783	5000001	-	219	94	37	24	68	62	37	10	0	2	1	0	0	0	0	0
FE838_RS19200	NZ_CP040530.1	5000256	5001503	-	1248	69	28	24	35	38	55	15	20	18	12	3	16	9	3	1
FE838_RS19205	NZ_CP040530.1	5001761	5002762	-	1002	25	5	15	17	6	22	8	25	15	20	5	13	7	12	2
FE838_RS19210	NZ_CP040530.1	5002898	5003296	-	399	135	121	51	126	101	56	52	2	1	0	3	2	0	2	0
FE838_RS24545	NZ_CP040530.1	5003422	5003601	+	180	2	3	1	15	5	15	3	3	0	9	0	1	2	0	0
FE838_RS19220	NZ_CP040530.1	5003606	5004529	+	924	53	16	18	49	20	51	18	37	14	33	1	15	3	13	11
FE838_RS19225	NZ_CP040530.1	5004539	5005045	-	507	15	8	9	16	6	5	4	5	2	10	3	3	12	1	3
FE838_RS19230	NZ_CP040530.1	5005239	5005472	-	234	143	95	37	126	119	100	52	2	3	0	0	1	1	0	0
FE838_RS19235	NZ_CP040530.1	5005698	5006549	+	852	224	132	95	177	129	113	64	12	4	8	8	14	2	1	0
FE838_RS19240	NZ_CP040530.1	5006663	5007283	+	621	30	37	77	29	20	54	19	4	6	4	2	5	5	11	0
FE838_RS19245	NZ_CP040530.1	5007305	5007943	+	639	123	46	43	87	64	53	30	8	2	3	2	3	0	3	0
FE838_RS19250	NZ_CP040530.1	5008066	5010915	+	2850	107	95	97	77	66	95	48	31	49	65	23	13	27	24	11
FE838_RS19255	NZ_CP040530.1	5011118	5011687	-	570	44	74	59	27	31	41	26	7	4	9	4	2	7	2	3
FE838_RS19260	NZ_CP040530.1	5011730	5012815	-	1086	248	174	145	185	131	128	71	33	75	114	13	42	37	34	12
FE838_RS19265	NZ_CP040530.1	5012837	5013445	-	609	12	29	19	8	3	16	5	1	2	2	0	5	4	1	2
FE838_RS19270	NZ_CP040530.1	5013701	5014948	-	1248	36	80	74	31	22	54	38	7	3	7	4	5	6	8	1
FE838_RS19275	NZ_CP040530.1	5015106	5016026	-	921	69	130	136	44	45	160	72	20	7	7	5	11	1	9	3
FE838_RS19280	NZ_CP040530.1	5016141	5017208	-	1068	601	713	803	357	282	775	393	51	12	41	46	21	22	50	13
FE838_RS19285	NZ_CP040530.1	5017783	5019117	-	1335	665	417	213	536	435	348	269	53	104	91	22	15	32	43	10
FE838_RS19290	NZ_CP040530.1	5019273	5020547	-	1275	379	769	1038	207	152	1014	414	51	19	35	45	24	17	42	15
FE838_RS19295	NZ_CP040530.1	5020566	5021192	-	627	348	630	1148	188	151	902	359	33	14	31	46	7	23	40	11
FE838_RS19300	NZ_CP040530.1	5021276	5021917	-	642	200	489	662	89	107	591	193	27	6	11	26	15	2	25	5
FE838_RS19305	NZ_CP040530.1	5021938	5022612	-	675	154	241	392	92	77	353	149	24	15	32	15	6	4	22	0
FE838_RS19310	NZ_CP040530.1	5022625	5023797	-	1173	829	792	775	529	426	740	365	36	17	29	50	14	13	28	18
FE838_RS19315	NZ_CP040530.1	5023846	5025195	-	1350	264	664	764	176	116	675	283	56	9	36	44	13	15	38	15
FE838_RS19320	NZ_CP040530.1	5025384	5026784	-	1401	50	58	55	34	25	51	29	104	30	69	16	42	46	13	4
FE838_RS19325	NZ_CP040530.1	5026959	5028215	+	1257	171	102	57	139	120	97	34	25	32	34	10	9	13	10	2
FE838_RS19330	NZ_CP040530.1	5028341	5029090	+	750	68	26	23	34	29	25	17	7	8	8	1	4	7	2	0
FE838_RS19335	NZ_CP040530.1	5029101	5031329	+	2229	91	46	41	223	141	98	59	15	14	21	10	8	9	5	3
FE838_RS19340	NZ_CP040530.1	5031313	5032800	+	1488	26	15	14	27	15	22	5	12	9	12	4	13	8	4	0
FE838_RS19345	NZ_CP040530.1	5032804	5033703	+	900	172	118	61	211	154	140	46	21	9	6	0	9	14	10	4
FE838_RS19350	NZ_CP040530.1	5033723	5034910	+	1188	25	22	15	29	18	18	18	12	5	12	3	9	8	3	0
FE838_RS19355	NZ_CP040530.1	5035066	5035509	-	444	4	5	2	2	5	5	1	3	2	1	0	0	0	0	0
FE838_RS19360	NZ_CP040530.1	5035667	5036215	-	549	27	22	13	16	16	16	4	57	10	34	3	14	25	4	3
FE838_RS19365	NZ_CP040530.1	5036621	5036878	+	258	6	2	5	21	10	9	9	1	1	1	0	4	2	2	0
FE838_RS19370	NZ_CP040530.1	5037169	5037612	-	444	111	87	103	114	38	109	63	4	8	12	4	1	3	4	2
FE838_RS19375	NZ_CP040530.1	5037886	5039685	-	1800	79	60	36	148	119	83	62	215	347	325	75	117	138	148	41
FE838_RS19380	NZ_CP040530.1	5039951	5040937	-	987	994	479	299	724	611	519	278	17	8	22	1	2	2	4	1
FE838_RS19385	NZ_CP040530.1	5041089	5041394	+	306	3	4	5	5	3	4	1	7	1	6	2	1	7	5	0
FE838_RS19390	NZ_CP040530.1	5041530	5042648	+	1119	60	35	28	52	37	47	29	75	48	68	22	38	50	16	11
FE838_RS19395	NZ_CP040530.1	5042695	5043639	+	945	184	108	45	140	107	112	50	22	15	18	5	17	18	4	3
FE838_RS19400	NZ_CP040530.1	5043663	5045138	+	1476	51	32	14	31	25	32	15	4	5	1	1	2	5	6	6
FE838_RS19405	NZ_CP040530.1	5045135	5046265	+	1131	11	11	10	7	1	11	3	2	6	2	1	10	7	6	6
FE838_RS19410	NZ_CP040530.1	5046278	5047189	+	912	24	16	15	66	30	37	30	5	5	3	1	0	6	2	2
FE838_RS19415	NZ_CP040530.1	5047193	5048347	+	1155	61	36	20	33	50	33	14	6	7	9	0	5	4	2	0
FE838_RS19420	NZ_CP040530.1	5048359	5049210	+	852	637	355	177	463	415	260	163	19	17	11	3	7	4	5	1
FE838_RS19425	NZ_CP040530.1	5049235	5050737	+	1503	4229	2141	1078	3043	2588	2166	1409	22	12	33	5	11	18	5	3
FE838_RS19430	NZ_CP040530.1	5050775	5051979	+	1205	101	61	40	79	50	73	33	12	6	12	5	12	17	15	1
FE838_RS19435	NZ_CP040530.1	5052047	5054785	+	2739	120	48	32	106	77	80	39	93	231	176	5	44	50	41	12
FE838_RS19440	NZ_CP040530.1	5054787	5055899	+	1113	74	37	19	49	34	57	22	16	69	53	7	15	6	6	8
FE838_RS19445	NZ_CP040530.1	5056014	5059286	-	3273	360	392	398	1319	717	894	375	58	78	92	18	15	35	42	4
FE838_RS19450	NZ_CP040530.1	5059503	5061191	-	1689	244	211	201	164	104	197	99	33	17	26	23	31	20	25	4
FE838_RS24650	NZ_CP040530.1	5061719	5062276	+	558	9	4	2	3	2	5	6	4	5	1	0	1	0	0	0
FE838_RS24655	NZ_CP040530.1	5062392	5062850	+	459	111	78	71	82	56	96	38	2	5	2	0	2	1	0	1
FE838_RS19465	NZ_CP040530.1	5062871	5063341	+	471	22	17	5	20	18	16	12	2	6	1	2	1	1	1	0
FE838_RS19470	NZ_CP040530.1	5063454	5064521	-	1068	2055	1145	564	1568	1473	992	736	9	7	5	0	0	7	2	0
FE838_RS19475	NZ_CP040530.1	5064805	5065575	-	771	124	55	50	83	47	60	22	6	9	8	1	0	5	0	2
FE838_RS19480	NZ_CP040530.1	5065657	5067048	-	1392	39	27	30	37	14	28	8	10	13	6	3	2	15	4	0
FE838_RS19485	NZ_CP040530.1	5067140	5068495	+	1356	50	28	25	44	22	41	15	17	6	22	4	8	5	3	1
FE838_RS19490	NZ_CP040530.1	5068641	5069357	+	717	137	138	205	57	39	174	61	141	422	261	39	149	107	124	14
FE838_RS19495	NZ_CP040530.1	5069335	5070081	+	747	92	99	98	63	70	106	43	23	3	13	16	5	1	5	3
FE838_RS19500	NZ_CP040530.1	5070166	5071941	-	1776	2052	916	484	1305	1104	750	524	28	18	26	3	22	26	10	7
FE838_RS19505	NZ_CP040530.1	5072151	5072654	-	504	22	18	16	14	10	30	13	10	0	4	1	6	5	6	2
FE838_RS19510	NZ_CP040530.1	5072897	5073457	+	561	27	14	34	21	17	22	26	9	12	5	0	3	2	3	0
FE838_RS19515	NZ_CP040530.1	5073470	5074432	+	963	42	34	41	28	29	43	28	9	6	5	5	5	2	3	3
FE838_RS19520	NZ_CP040530.1	5074528	5075022	+	495	1393	599	350	857	732	598	370	9	5	14	0	3	2	3	7
FE838_RS19525	NZ_CP040530.1	5075028	5075657	-	630	23	10	22	40	26	16	14	4	7	10	0	3	3	0	1
FE838_RS19530	NZ_CP040530.1	5075740	5076825	+	1086	116	82	59	80	51	88	36	26	8	14	6	9	8	8	4
FE838_RS19535	NZ_CP040530.1	5077241	5079817	+	2577	89	113	91	90	89	119	71	21	31	33	11	6	14	13	3
FE838_RS19540	NZ_CP040530.1	5079822	5081090	+	1269	263	164	90	631	322	292	127	291	493	526	111	164	165	176	54
FE838_RS19545	NZ_CP040530.1	5081127	5081489	+	363	15	21	11	6	7	12	8	5	1	2	1	0	0	1	0
FE838_RS19550	NZ_CP040530.1	5081523	5082479	+	957	44	109	108	31	16	87	39	9	3	8	11	7	2	9	2
FE838_RS19555	NZ_CP040530.1	5082667	5082987	+	321	3	0	6	4	2	6	0	6	0	1	2	0	1	3	2
FE838_RS19560	NZ_CP040530.1	5083161	5084303	-	1143	220	92	74	104	104	87	64	20	16	11	7	15	14	3	1
FE838_RS19565	NZ_CP040530.1	5084416	5085978	-	1563	90	73	94	75	54	92	41	16	13	10	10	6	18	5	2
FE838_RS19570	NZ_CP040530.1	5085999	5086235	-	237	5	3	5	7	2	2	0	0	0	2	0	3	3	2	0
FE838_RS19575	NZ_CP040530.1	5086461	5087852	+	1392	226	122	92	470	296	348	129	42	86	76	36	36	31	94	25
FE838_RS19580	NZ_CP040530.1	5087904	5089133	+	1230	24	19	7	49	46	46	21	17	8	6	2	7	13	6	0
FE838_RS19585	NZ_CP040530.1	5089140	5089883	+	744	27	13	13	19	22	16	6	7	3	4	1	0	4	0	2
FE838_RS19590	NZ_CP040530.1	5089973	5091193	+	1221	35	20	18	22	20	24	9	6	12	4	2	6	7	2	1
FE838_RS19595	NZ_CP040530.1	5091212	5092285	+	1074	46	37	22	38	34	23	12	11	6	20	2	3	9	3	0
FE838_RS19600	NZ_CP040530.1	5092356	5093054	+	699	54	23	23	40	37	42	19	24	32	84	18	19	10	17	12
FE838_RS19605	NZ_CP040530.1	5093476	5094174	+	699	82	42	30	61	43	43	24	7	2	3	1	2	4	1	1
FE838_RS19610	NZ_CP040530.1	5094460	5095410	-	951	763	397	223	4883	1663	2700	1375	429	734	708	170	309	188	500	107
FE838_RS19615	NZ_CP040530.1	5095595	5096311	-	717	92	67	63	136	90	138	38	95	134	180	47	67	66	130	34
FE838_RS19620	NZ_CP040530.1	5096308	5097804	-	1497	106	75	131	72	72	102	61	38	11	15	8	5	16	19	0
FE838_RS19625	NZ_CP040530.1	5097989	5098156	-	168	853	352	159	506	354	232	157	1	1	3	2	0	0	0	0
FE838_RS19630	NZ_CP040530.1	5098149	5099624	-	1476	389	228	115	309	200	247	97	75	148	165	34	69	70	74	18
FE838_RS19635	NZ_CP040530.1	5099734	5100903	+	1170	47	22	23	25	26	43	20	32	12	21	5	8	5	5	5
FE838_RS19640	NZ_CP040530.1	5100980	5102050	+	1071	482	322	183	288	222	282	148	8	5	8	7	3	4	4	1
FE838_RS19645	NZ_CP040530.1	5102154	5103224	+	1071	49	57	56	28	23	71	26	14	11	8	9	2	6	10	5
FE838_RS19650	NZ_CP040530.1	5103831	5105489	+	1659	53	38	49	32	24	50	33	115	340	249	35	91	90	86	14
FE838_RS19655	NZ_CP040530.1	5105553	5106701	+	1149	172	76	41	87	84	58	40	23	63	48	9	11	10	7	2
FE838_RS19660	NZ_CP040530.1	5107025	5109019	-	1995	191	225	214	129	111	176	99	27	15	36	13	23	16	11	9
FE838_RS19665	NZ_CP040530.1	5109134	5110801	-	1668	116	98	83	81	57	126	57	6	15	18	7	5	6	9	0
FE838_RS19670	NZ_CP040530.1	5111117	5111560	-	444	15	8	4	14	10	9	5	11	4	8	1	3	30	4	5
FE838_RS19685	NZ_CP040530.1	5112531	5112737	+	207	1	3	7	3	0	7	0	0	0	2	4	0	0	1	0
FE838_RS19690	NZ_CP040530.1	5112907	5113641	-	735	47	40	30	29	26	29	24	6	7	12	3	5	6	3	0
FE838_RS19695	NZ_CP040530.1	5113742	5114326	+	585	19	15	13	11	9	15	16	7	0	2	0	4	4	1	0
FE838_RS19700	NZ_CP040530.1	5114344	5115246	-	903	73	41	34	27	37	43	24	210	596	656	100	191	214	288	100
FE838_RS19705	NZ_CP040530.1	5115343	5117085	-	1743	57	48	27	77	28	75	15	9	11	8	1	9	6	1	1
FE838_RS19710	NZ_CP040530.1	5117082	5119007	-	1926	2482	1282	648	1642	1395	1130	668	16	13	21	6	13	18	11	5
FE838_RS19715	NZ_CP040530.1	5119125	5121257	+	2133	61	80	68	59	22	75	27	30	8	24	9	16	25	15	7
FE838_RS19720	NZ_CP040530.1	5121229	5122125	-	897	77	62	65	41	31	49	37	13	3	2	1	6	3	6	3
FE838_RS19725	NZ_CP040530.1	5122229	5123278	+	1050	102	49	33	84	67	35	42	29	31	16	5	8	29	12	5
FE838_RS19730	NZ_CP040530.1	5124410	5126029	-	1620	4849	2579	1424	3537	2971	2256	1518	84	30	80	36	21	33	43	25
FE838_RS19735	NZ_CP040530.1	5126233	5126814	+	582	86	51	62	34	29	63	31	18	6	6	11	3	7	6	2
FE838_RS19740	NZ_CP040530.1	5126842	5128032	+	1191	113	64	70	80	72	85	37	85	95	81	28	32	47	36	23
FE838_RS19745	NZ_CP040530.1	5128256	5129251	-	996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FE838_RS19750	NZ_CP040530.1	5129499	5132090	-	2592	134	64	46	104	79	74	44	96	27	39	14	50	60	8	7
FE838_RS19755	NZ_CP040530.1	5132223	5133827	-	1605	23	21	10	25	15	15	6	13	16	11	5	3	5	4	0
FE838_RS19760	NZ_CP040530.1	5133824	5134891	-	1068	30	30	8	41	15	53	11	30	43	49	7	28	22	18	3
FE838_RS19765	NZ_CP040530.1	5134904	5136223	-	1320	86	48	46	47	20	53	21	10	8	14	6	7	13	2	2
FE838_RS19770	NZ_CP040530.1	5136204	5136644	-	441	8	7	11	12	8	22	4	17	6	14	3	6	4	7	4
FE838_RS19775	NZ_CP040530.1	5136848	5137447	+	600	10	5	14	14	3	4	8	2	1	2	0	1	0	1	0
FE838_RS19780	NZ_CP040530.1	5137448	5137744	+	297	12	9	7	7	5	7	8	2	0	2	1	2	0	1	0
FE838_RS19785	NZ_CP040530.1	5137769	5139124	+	1356	98	64	57	71	64	47	23	8	9	9	5	2	11	2	4
FE838_RS19790	NZ_CP040530.1	5139249	5139833	-	585	18	29	30	8	4	19	8	4	15	12	4	6	4	6	3
FE838_RS19795	NZ_CP040530.1	5139833	5140114	-	282	15	10	14	17	8	32	9	6	3	3	0	1	2	2	4
FE838_RS19800	NZ_CP040530.1	5140319	5140786	+	468	35	30	17	21	18	19	9	2	1	4	1	5	2	1	0
FE838_RS19805	NZ_CP040530.1	5141324	5141767	-	444	4334	2267	1070	3120	2655	1810	1385	6	1	5	1	3	2	0	0
FE838_RS19810	NZ_CP040530.1	5142020	5143000	+	981	23	8	13	20	13	16	7	21	16	3	3	15	11	2	1
FE838_RS19815	NZ_CP040530.1	5143299	5145532	+	2234	895	445	220	624	538	355	289	239	306	390	82	112	127	133	12
FE838_RS19820	NZ_CP040530.1	5145578	5145925	-	348	5	2	6	3	0	2	1	88	183	160	34	57	36	103	10
FE838_RS19825	NZ_CP040530.1	5146093	5146620	+	528	13	14	12	8	7	18	2	4	2	3	0	0	8	0	1
FE838_RS19830	NZ_CP040530.1	5147089	5150208	+	3120	67	44	24	50	37	57	14	20	31	26	12	22	24	8	6
FE838_RS19835	NZ_CP040530.1	5150245	5151045	-	801	9	13	7	3	5	2	2	3	1	0	0	0	9	2	0
FE838_RS19840	NZ_CP040530.1	5151038	5152093	-	1056	38	25	17	56	26	45	6	4	11	6	5	9	6	2	4
FE838_RS19845	NZ_CP040530.1	5152110	5153414	-	1305	21	25	13	13	27	18	13	16	5	10	1	2	10	4	1
FE838_RS19850	NZ_CP040530.1	5153417	5156449	-	3033	168	69	44	173	121	130	75	26	25	37	15	15	25	13	6
FE838_RS19855	NZ_CP040530.1	5156460	5157530	-	1071	201	127	56	186	142	104	107	31	49	57	9	24	21	28	3
FE838_RS19860	NZ_CP040530.1	5157726	5159027	+	1302	36	35	44	33	29	51	20	12	8	1	1	13	0	15	2
FE838_RS19865	NZ_CP040530.1	5159136	5159690	+	555	1354	2866	3518	592	546	3075	1492	302	91	195	282	134	56	368	80
FE838_RS19870	NZ_CP040530.1	5159867	5160862	+	996	48	46	49	53	38	58	37	10	6	7	0	3	1	7	4
FE838_RS19875	NZ_CP040530.1	5160935	5162710	+	1776	56	26	30	46	33	36	18	19	27	16	3	9	12	6	6
FE838_RS19880	NZ_CP040530.1	5162820	5163458	+	639	17	9	7	15	5	11	8	3	3	1	0	6	4	3	1
FE838_RS19885	NZ_CP040530.1	5163474	5164904	+	1431	611	463	403	556	259	681	257	45	21	35	9	22	27	11	6
FE838_RS19890	NZ_CP040530.1	5164912	5165304	+	393	15	12	16	19	8	35	10	4	0	3	1	0	2	0	2
FE838_RS19895	NZ_CP040530.1	5165322	5166638	+	1317	22	13	14	24	21	19	7	20	8	25	1	13	5	6	0
FE838_RS19900	NZ_CP040530.1	5166825	5167376	+	552	117	52	36	70	51	57	40	0	2	7	0	3	0	2	0
FE838_RS19905	NZ_CP040530.1	5167436	5168422	+	987	20	8	6	28	9	26	12	9	9	19	5	6	4	10	1
FE838_RS19910	NZ_CP040530.1	5168620	5171952	+	3333	417	226	102	402	274	209	132	108	296	235	20	100	82	73	10
FE838_RS19915	NZ_CP040530.1	5171966	5173561	+	1596	53	24	13	33	24	14	13	18	31	38	4	9	16	3	0
FE838_RS19920	NZ_CP040530.1	5173585	5174568	+	984	16	18	2	9	15	16	7	7	2	7	1	8	6	7	1
FE838_RS19925	NZ_CP040530.1	5174587	5175909	+	1323	41	24	10	24	25	6	9	6	1	18	3	0	0	3	2
FE838_RS19930	NZ_CP040530.1	5175937	5177463	+	1527	43	31	14	30	19	16	18	36	32	24	8	16	13	6	7
FE838_RS19935	NZ_CP040530.1	5177660	5178580	+	921	29	14	14	70	45	19	14	50	85	79	7	33	34	52	14
FE838_RS19940	NZ_CP040530.1	5180010	5181710	+	1701	35	33	44	30	23	54	18	28	14	7	1	10	5	6	5
FE838_RS19945	NZ_CP040530.1	5181888	5182544	+	657	49	21	15	56	39	17	22	6	0	0	0	7	0	1	1
FE838_RS19950	NZ_CP040530.1	5182745	5184094	-	1350	63	68	58	41	36	72	32	30	31	22	3	9	44	23	1
FE838_RS19955	NZ_CP040530.1	5184118	5184915	-	798	3307	1461	833	1978	1886	1335	651	3	5	8	2	2	4	2	1
FE838_RS19960	NZ_CP040530.1	5184909	5185709	-	801	18	49	36	27	14	51	16	3	9	11	3	6	4	4	1
FE838_RS19965	NZ_CP040530.1	5185721	5187112	-	1392	58	80	110	48	23	72	24	20	12	21	11	7	5	10	0
FE838_RS19970	NZ_CP040530.1	5187252	5188352	+	1101	84	96	107	362	197	231	85	27	10	9	6	8	10	16	0
FE838_RS19975	NZ_CP040530.1	5188688	5191252	-	2565	294	614	727	170	138	562	251	51	24	37	39	19	17	39	21
FE838_RS19980	NZ_CP040530.1	5191290	5192951	-	1662	260	369	407	134	104	365	212	49	13	44	10	22	20	23	9
FE838_RS19985	NZ_CP040530.1	5193157	5193618	-	462	50	104	110	14	24	89	34	8	0	2	3	3	0	5	0
FE838_RS19990	NZ_CP040530.1	5193671	5195494	-	1824	154	151	173	104	85	164	69	50	23	18	5	16	18	41	1
FE838_RS19995	NZ_CP040530.1	5195491	5196096	-	606	60	89	115	52	32	109	32	13	26	27	11	9	8	20	2
FE838_RS20000	NZ_CP040530.1	5196139	5197464	-	1326	107	130	166	60	38	146	68	22	2	4	7	4	3	14	2
FE838_RS20005	NZ_CP040530.1	5197498	5199255	-	1758	86	149	114	58	48	150	61	60	33	21	10	19	21	23	7
FE838_RS20010	NZ_CP040530.1	5199273	5200115	-	843	59	64	122	30	32	85	45	3	8	2	2	5	5	5	0
FE838_RS20015	NZ_CP040530.1	5200127	5200717	-	591	37	43	53	20	23	49	34	3	12	4	7	2	4	11	3
FE838_RS20020	NZ_CP040530.1	5200942	5201388	-	447	39	20	6	14	15	18	12	22	5	19	6	6	12	0	0
FE838_RS20025	NZ_CP040530.1	5201406	5202206	-	801	6739	3368	1811	4994	3849	2934	2228	14	7	4	0	3	3	2	0
FE838_RS20030	NZ_CP040530.1	5202221	5202592	-	372	13	5	6	20	6	14	13	8	7	13	2	9	8	3	0
FE838_RS20035	NZ_CP040530.1	5202608	5203423	-	816	53	36	26	45	45	44	22	47	30	17	11	22	13	18	4
FE838_RS20040	NZ_CP040530.1	5203427	5204275	-	849	16	8	8	15	9	16	6	1	2	7	1	5	7	3	0
FE838_RS20070	NZ_CP040530.1	5210530	5211729	-	1200	37	43	33	86	67	66	35	36	60	66	11	21	25	23	4
FE838_RS20075	NZ_CP040530.1	5211811	5212212	-	402	16	29	38	10	9	25	11	4	3	2	3	2	2	6	3
FE838_RS20080	NZ_CP040530.1	5212289	5212945	-	657	20	6	15	9	15	14	10	5	4	7	1	2	2	2	1
FE838_RS20085	NZ_CP040530.1	5213079	5213939	-	861	1830	3653	4501	883	743	3950	1825	243	30	127	225	78	45	277	107
FE838_RS20090	NZ_CP040530.1	5214122	5215657	-	1536	981	466	327	776	604	583	339	124	52	67	27	47	34	40	19
FE838_RS20095	NZ_CP040530.1	5215877	5217028	-	1152	208	156	80	147	149	141	85	143	116	158	31	76	87	94	25
FE838_RS20100	NZ_CP040530.1	5217047	5218033	-	987	143	69	40	649	307	337	96	148	259	344	76	145	128	211	36
FE838_RS20110	NZ_CP040530.1	5218528	5219847	+	1320	55	31	37	32	18	28	26	11	12	11	0	7	9	4	3
FE838_RS20115	NZ_CP040530.1	5220084	5220620	-	537	47	63	51	34	31	51	27	13	1	8	3	5	0	8	2
FE838_RS20120	NZ_CP040530.1	5220678	5221280	-	603	43	78	81	16	10	88	27	6	3	2	7	1	0	3	4
FE838_RS20125	NZ_CP040530.1	5221570	5222568	+	999	33	27	16	47	24	22	6	7	7	13	1	1	6	3	0
FE838_RS20130	NZ_CP040530.1	5222565	5223251	+	687	6	12	4	13	2	12	0	7	21	25	1	5	7	3	0
FE838_RS20135	NZ_CP040530.1	5223650	5224339	-	690	11	11	9	12	7	13	3	9	2	3	0	2	4	1	0
FE838_RS20140	NZ_CP040530.1	5224397	5225155	-	759	334	176	118	283	222	180	106	6	1	7	0	1	2	3	3
FE838_RS20145	NZ_CP040530.1	5225163	5226038	-	876	416	195	79	244	201	139	86	16	5	7	2	1	4	1	0
FE838_RS20150	NZ_CP040530.1	5226040	5227236	-	1197	202	92	44	520	382	202	101	28	7	9	1	6	17	8	6
FE838_RS20155	NZ_CP040530.1	5227413	5228225	+	813	27	11	9	20	7	15	5	6	4	8	1	3	0	0	0
FE838_RS20160	NZ_CP040530.1	5228277	5230016	+	1740	95	160	196	80	66	127	61	88	148	121	48	47	62	105	25
FE838_RS20165	NZ_CP040530.1	5230214	5231650	+	1437	78	86	79	82	54	102	43	16	13	8	15	4	10	4	6
FE838_RS20170	NZ_CP040530.1	5231681	5232319	+	639	84	78	57	57	49	67	32	38	18	10	2	8	13	13	1
FE838_RS20175	NZ_CP040530.1	5232436	5233320	-	885	39	31	47	30	15	55	16	4	2	13	5	2	3	16	4
FE838_RS20180	NZ_CP040530.1	5233447	5233950	-	504	81	168	160	46	39	122	48	8	1	13	16	8	5	6	25
FE838_RS20185	NZ_CP040530.1	5234087	5234650	+	564	86	52	34	66	36	55	22	9	2	6	5	3	3	2	0
FE838_RS20190	NZ_CP040530.1	5234734	5235213	+	480	26	51	72	13	9	46	21	8	2	3	7	3	5	10	2
FE838_RS20195	NZ_CP040530.1	5235220	5235894	+	675	55	79	87	41	25	81	32	32	10	23	16	10	15	8	0
FE838_RS20200	NZ_CP040530.1	5235910	5236890	+	981	120	169	153	66	61	161	84	33	20	37	15	10	19	29	10
FE838_RS20205	NZ_CP040530.1	5237001	5238326	-	1326	67	54	35	58	31	35	21	52	19	28	14	17	14	5	5
