# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "5" "-t" "CDS,sRNA" "-g" "locus_tag" "-a" "../data/reference_sequences/p_copri_wplasmids.gff3" "-o" "../data/rna_align/counttable.txt" "../data/rna_align/CON_1.fq.gz.bam" "../data/rna_align/CON_2.fq.gz.bam" "../data/rna_align/PNA_1.fq.gz.bam" "../data/rna_align/PNA_2.fq.gz.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/rna_align/CON_1.fq.gz.bam	../data/rna_align/CON_2.fq.gz.bam	../data/rna_align/PNA_1.fq.gz.bam	../data/rna_align/PNA_2.fq.gz.bam
LK433_RS05420	NZ_CP085932.1	1320315	1320608	-	294	96	164	264	183
LK433_RS05425	NZ_CP085932.1	1320669	1322324	-	1656	584	1062	1577	970
LK433_RS05430	NZ_CP085932.1	1322758	1323783	+	1026	565	1125	647	291
LK433_RS05435	NZ_CP085932.1	1323773	1324813	-	1041	112	175	255	102
LK433_RS05440	NZ_CP085932.1	1325119	1325592	+	474	184	360	266	118
LK433_RS05445	NZ_CP085932.1	1326910	1327785	-	876	376	891	991	498
LK433_RS05450	NZ_CP085932.1	1328290	1332183	+	3894	1001	2299	1764	749
LK433_RS05455	NZ_CP085932.1	1332191	1332712	+	522	202	414	363	174
LK433_RS05460	NZ_CP085932.1	1332845	1333576	-	732	78	171	101	64
LK433_RS05465	NZ_CP085932.1	1333591	1335147	-	1557	108	209	190	80
LK433_RS05470	NZ_CP085932.1	1335568	1337553	-	1986	561	1051	1051	540
LK433_RS05475	NZ_CP085932.1	1337636	1337791	+	156	12	15	27	9
LK433_RS05480	NZ_CP085932.1	1337792	1338226	-	435	2549	5099	27284	14113
LK433_RS05485	NZ_CP085932.1	1338928	1340202	-	1275	133	196	278	105
LK433_RS05490	NZ_CP085932.1	1340455	1343109	+	2655	6624	12649	4769	2925
LK433_RS05495	NZ_CP085932.1	1343122	1344804	+	1683	4102	8364	3518	2022
LK433_RS05500	NZ_CP085932.1	1344874	1346922	-	2049	155	349	496	200
LK433_RS05505	NZ_CP085932.1	1347116	1347841	+	726	92	197	345	162
LK433_RS05510	NZ_CP085932.1	1347882	1349402	+	1521	156	380	596	322
LK433_RS05515	NZ_CP085932.1	1349420	1350151	+	732	205	276	676	287
LK433_RS05520	NZ_CP085932.1	1350176	1350778	-	603	126	272	846	309
LK433_RS05525	NZ_CP085932.1	1350812	1351087	-	276	62	149	638	216
LK433_RS05530	NZ_CP085932.1	1351322	1352443	+	1122	291	503	496	238
LK433_RS05535	NZ_CP085932.1	1352486	1352866	+	381	0	1	0	2
LK433_RS05540	NZ_CP085932.1	1352832	1353878	+	1047	10	13	5	16
LK433_RS05545	NZ_CP085932.1	1353981	1354619	+	639	65	87	166	82
LK433_RS05550	NZ_CP085932.1	1355061	1357052	+	1992	2214	4171	2192	1021
LK433_RS05555	NZ_CP085932.1	1357058	1359124	+	2067	1508	2932	1689	809
LK433_RS05560	NZ_CP085932.1	1359156	1359947	+	792	3630	6931	5406	1669
LK433_RS05565	NZ_CP085932.1	1360081	1361778	-	1698	2546	4313	1260	618
LK433_RS05570	NZ_CP085932.1	1361961	1362614	+	654	434	839	5532	2336
LK433_RS05575	NZ_CP085932.1	1362673	1363398	-	726	1825	3368	8133	2546
LK433_RS05580	NZ_CP085932.1	1363436	1364128	-	693	667	1567	2796	1543
LK433_RS05585	NZ_CP085932.1	1364165	1364332	+	168	6	11	14	6
LK433_RS05590	NZ_CP085932.1	1364795	1365052	+	258	38	96	77	20
LK433_RS05595	NZ_CP085932.1	1365163	1365360	-	198	31	71	44	14
LK433_RS05600	NZ_CP085932.1	1365892	1366431	-	540	276	673	482	228
LK433_RS05605	NZ_CP085932.1	1366434	1367117	-	684	272	620	342	202
LK433_RS05610	NZ_CP085932.1	1367261	1368799	-	1539	1594	3366	2496	1285
LK433_RS05615	NZ_CP085932.1	1369339	1370673	-	1335	289	510	608	149
LK433_RS05620	NZ_CP085932.1	1370930	1372633	-	1704	2907	5406	8394	5167
LK433_RS05625	NZ_CP085932.1	1372711	1373079	-	369	1099	2496	4704	1802
LK433_RS05630	NZ_CP085932.1	1373139	1374161	-	1023	1787	3308	4916	3156
LK433_RS05635	NZ_CP085932.1	1374175	1375044	-	870	1529	2920	3774	2567
LK433_RS05640	NZ_CP085932.1	1375314	1375916	-	603	695	1417	4880	2310
LK433_RS05645	NZ_CP085932.1	1376206	1377093	+	888	291	585	418	124
LK433_RS05650	NZ_CP085932.1	1377241	1379307	-	2067	127	225	504	179
LK433_RS05655	NZ_CP085932.1	1379316	1380806	-	1491	106	162	426	163
LK433_RS05660	NZ_CP085932.1	1380926	1382440	-	1515	174	381	885	407
LK433_RS05665	NZ_CP085932.1	1382483	1383082	-	600	156	315	767	397
LK433_RS05670	NZ_CP085932.1	1383637	1383948	+	312	376	783	478	231
LK433_RS05675	NZ_CP085932.1	1383971	1384267	+	297	223	382	359	93
LK433_RS05680	NZ_CP085932.1	1384510	1385775	+	1266	725	1538	1262	524
LK433_RS05685	NZ_CP085932.1	1386494	1389028	-	2535	219	391	1274	641
LK433_RS05690	NZ_CP085932.1	1389238	1391199	+	1962	923	1727	1319	598
LK433_RS05695	NZ_CP085932.1	1391269	1392693	+	1425	593	1181	840	391
LK433_RS05700	NZ_CP085932.1	1392828	1393358	-	531	324	690	355	158
LK433_RS05705	NZ_CP085932.1	1393453	1394262	-	810	356	619	401	160
LK433_RS05710	NZ_CP085932.1	1394268	1394747	-	480	249	491	314	134
LK433_RS05715	NZ_CP085932.1	1394825	1396354	+	1530	322	504	949	472
LK433_RS05720	NZ_CP085932.1	1396406	1397200	-	795	301	559	572	321
LK433_RS05725	NZ_CP085932.1	1397405	1399288	-	1884	95	193	339	150
LK433_RS05730	NZ_CP085932.1	1399408	1399995	-	588	28	27	93	21
LK433_RS05735	NZ_CP085932.1	1399986	1400345	-	360	7	47	52	15
LK433_RS05740	NZ_CP085932.1	1400787	1401968	-	1182	198	347	477	178
LK433_RS05745	NZ_CP085932.1	1402901	1405357	+	2457	1965	3836	1765	831
LK433_RS05750	NZ_CP085932.1	1405365	1407884	+	2520	2142	4096	2197	982
LK433_RS05760	NZ_CP085932.1	1408363	1408554	-	192	14	30	68	12
LK433_RS05765	NZ_CP085932.1	1408691	1409356	+	666	278	546	381	182
LK433_RS05770	NZ_CP085932.1	1409410	1410354	+	945	345	792	525	213
LK433_RS05775	NZ_CP085932.1	1410392	1411885	+	1494	422	841	727	264
LK433_RS05780	NZ_CP085932.1	1411945	1412943	+	999	1058	1971	1214	619
LK433_RS05785	NZ_CP085932.1	1413009	1415147	-	2139	1749	2972	1454	755
LK433_RS05790	NZ_CP085932.1	1415213	1416352	-	1140	226	341	424	205
LK433_RS05795	NZ_CP085932.1	1416789	1417190	-	402	13	30	59	9
LK433_RS05800	NZ_CP085932.1	1417232	1417657	-	426	13	13	65	14
LK433_RS05805	NZ_CP085932.1	1417790	1420318	-	2529	111	224	488	132
LK433_RS05810	NZ_CP085932.1	1420331	1420729	-	399	19	40	53	16
LK433_RS05815	NZ_CP085932.1	1420837	1421115	-	279	18	30	21	17
LK433_RS05820	NZ_CP085932.1	1421319	1421612	-	294	5	12	36	13
LK433_RS05825	NZ_CP085932.1	1421817	1422644	-	828	58	120	115	19
LK433_RS05830	NZ_CP085932.1	1422839	1424524	-	1686	549	1155	357	123
LK433_RS05835	NZ_CP085932.1	1424526	1425833	-	1308	387	734	283	65
LK433_RS05840	NZ_CP085932.1	1425836	1427038	-	1203	502	1043	254	95
LK433_RS05845	NZ_CP085932.1	1427059	1427493	-	435	118	306	63	20
LK433_RS05850	NZ_CP085932.1	1427635	1428348	-	714	159	347	138	26
LK433_RS05855	NZ_CP085932.1	1429523	1430080	+	558	116	207	222	96
LK433_RS05860	NZ_CP085932.1	1430179	1430274	+	96	21	17	23	13
LK433_RS05865	NZ_CP085932.1	1431172	1431393	+	222	103	217	340	168
LK433_RS05870	NZ_CP085932.1	1431603	1432538	+	936	297	633	762	428
LK433_RS05875	NZ_CP085932.1	1432598	1434523	+	1926	415	850	897	441
LK433_RS05880	NZ_CP085932.1	1434536	1437298	+	2763	255	451	599	290
LK433_RS05885	NZ_CP085932.1	1437301	1438371	+	1071	55	156	203	78
LK433_RS05890	NZ_CP085932.1	1438471	1438689	+	219	11	28	34	14
LK433_RS05895	NZ_CP085932.1	1438750	1438986	+	237	15	24	39	8
LK433_RS05900	NZ_CP085932.1	1439273	1439809	+	537	29	54	78	27
LK433_RS05905	NZ_CP085932.1	1439932	1440498	+	567	131	278	459	163
LK433_RS05910	NZ_CP085932.1	1440677	1441006	+	330	11	17	38	11
LK433_RS05915	NZ_CP085932.1	1441031	1443205	+	2175	136	294	408	170
LK433_RS05920	NZ_CP085932.1	1443211	1443789	+	579	35	66	73	31
LK433_RS05925	NZ_CP085932.1	1443793	1444419	+	627	24	95	121	25
LK433_RS05930	NZ_CP085932.1	1444492	1445259	+	768	48	95	186	60
LK433_RS05935	NZ_CP085932.1	1445222	1446034	+	813	51	100	131	59
LK433_RS05940	NZ_CP085932.1	1446006	1446902	+	897	31	89	163	35
LK433_RS05945	NZ_CP085932.1	1446963	1447436	+	474	83	124	223	63
LK433_RS05950	NZ_CP085932.1	1447735	1448718	+	984	142	311	338	118
LK433_RS05955	NZ_CP085932.1	1448972	1449481	-	510	256	526	477	221
LK433_RS05960	NZ_CP085932.1	1449542	1450666	-	1125	422	765	749	340
LK433_RS05965	NZ_CP085932.1	1450935	1453598	-	2664	9697	17422	12591	7912
LK433_RS05970	NZ_CP085932.1	1453776	1454123	+	348	100	205	129	73
LK433_RS05975	NZ_CP085932.1	1454151	1455140	-	990	312	614	694	318
LK433_RS05980	NZ_CP085932.1	1455278	1457563	-	2286	3048	5575	6548	3164
LK433_RS05985	NZ_CP085932.1	1457629	1458987	-	1359	2318	4210	5700	2519
LK433_RS05990	NZ_CP085932.1	1459068	1459814	-	747	918	1590	2217	1118
LK433_RS05995	NZ_CP085932.1	1459811	1460722	-	912	1639	2987	3594	2078
LK433_RS06000	NZ_CP085932.1	1460779	1461543	-	765	918	1903	2699	1146
LK433_RS06005	NZ_CP085932.1	1461644	1462408	+	765	428	748	707	314
LK433_RS06010	NZ_CP085932.1	1462405	1463544	+	1140	500	997	766	381
LK433_RS06015	NZ_CP085932.1	1464024	1464272	+	249	63	179	165	63
LK433_RS06020	NZ_CP085932.1	1464469	1465335	-	867	1577	2634	4162	2375
LK433_RS06025	NZ_CP085932.1	1465347	1467434	-	2088	4288	8173	10891	6426
LK433_RS06030	NZ_CP085932.1	1467505	1467864	-	360	577	1275	1895	844
LK433_RS06045	NZ_CP085932.1	1468362	1470131	-	1770	5504	10353	8094	3740
LK433_RS06050	NZ_CP085932.1	1470367	1471293	-	927	2644	4979	5539	2244
LK433_RS06055	NZ_CP085932.1	1471612	1473075	-	1464	4727	9235	19939	12472
LK433_RS06060	NZ_CP085932.1	1473171	1474163	-	993	711	1365	3136	1262
LK433_RS06065	NZ_CP085932.1	1474393	1475205	+	813	960	1947	1075	506
LK433_RS06070	NZ_CP085932.1	1475296	1475856	+	561	1957	3612	2150	902
LK433_RS06075	NZ_CP085932.1	1475891	1476823	+	933	1731	3383	1345	715
LK433_RS06080	NZ_CP085932.1	1476872	1477786	+	915	861	1733	933	426
LK433_RS06090	NZ_CP085932.1	1478500	1479939	+	1440	69	160	254	79
LK433_RS06095	NZ_CP085932.1	1480076	1481086	-	1011	249	424	448	223
LK433_RS06100	NZ_CP085932.1	1481091	1481347	-	257	105	161	175	59
LK433_RS06105	NZ_CP085932.1	1481823	1483652	-	1830	266	501	657	268
LK433_RS06110	NZ_CP085932.1	1484123	1484584	-	462	5	25	67	12
LK433_RS06115	NZ_CP085932.1	1484861	1486147	-	1287	10	20	31	4
LK433_RS06120	NZ_CP085932.1	1486409	1490497	+	4089	1710	3050	1576	705
LK433_RS06125	NZ_CP085932.1	1490586	1492565	-	1980	688	1223	788	365
LK433_RS06130	NZ_CP085932.1	1492565	1493437	-	873	364	688	432	220
LK433_RS06135	NZ_CP085932.1	1493667	1494548	+	882	246	473	434	152
LK433_RS06140	NZ_CP085932.1	1494660	1495571	-	912	353	683	905	379
LK433_RS06145	NZ_CP085932.1	1495750	1497195	-	1446	309	545	729	525
LK433_RS06150	NZ_CP085932.1	1497202	1498890	-	1689	325	614	1114	623
LK433_RS06155	NZ_CP085932.1	1499166	1500245	+	1080	602	1202	798	352
LK433_RS06160	NZ_CP085932.1	1500322	1500810	-	489	137	312	259	91
LK433_RS06165	NZ_CP085932.1	1500940	1502802	+	1863	332	597	677	392
LK433_RS06170	NZ_CP085932.1	1502954	1503871	-	918	265	604	520	248
LK433_RS06175	NZ_CP085932.1	1504032	1504586	-	555	85	120	177	71
LK433_RS06180	NZ_CP085932.1	1504637	1504897	-	261	27	27	52	20
LK433_RS06185	NZ_CP085932.1	1505158	1505382	-	225	19	20	40	18
LK433_RS06190	NZ_CP085932.1	1505579	1506673	-	1095	53	115	282	91
LK433_RS06195	NZ_CP085932.1	1506670	1508115	-	1446	56	120	232	92
LK433_RS06200	NZ_CP085932.1	1508395	1508790	-	396	14	29	98	20
LK433_RS06205	NZ_CP085932.1	1509227	1510036	-	810	51	104	104	32
LK433_RS06210	NZ_CP085932.1	1509993	1510985	-	993	130	320	194	53
LK433_RS06215	NZ_CP085932.1	1511295	1512518	-	1224	192	341	406	204
LK433_RS06220	NZ_CP085932.1	1512690	1513784	-	1095	171	335	326	181
LK433_RS06225	NZ_CP085932.1	1513786	1514982	-	1197	187	441	370	191
LK433_RS06230	NZ_CP085932.1	1515158	1515391	+	234	27	40	104	41
LK433_RS06235	NZ_CP085932.1	1515621	1516445	+	825	96	230	299	109
LK433_RS06240	NZ_CP085932.1	1516621	1517232	-	612	77	160	176	72
LK433_RS06245	NZ_CP085932.1	1517268	1518372	-	1105	107	239	323	108
LK433_RS06250	NZ_CP085932.1	1518704	1519840	-	1137	382	718	1050	586
LK433_RS06255	NZ_CP085932.1	1519894	1521429	-	1536	583	1178	1359	973
LK433_RS06260	NZ_CP085932.1	1521510	1521722	-	213	24	49	114	50
LK433_RS06265	NZ_CP085932.1	1522001	1522264	+	264	49	135	98	42
LK433_RS06270	NZ_CP085932.1	1522281	1524071	+	1791	1033	1896	1564	1100
LK433_RS06275	NZ_CP085932.1	1524180	1524728	-	549	1433	3133	14069	8309
LK433_RS06280	NZ_CP085932.1	1525090	1526163	+	1074	5057	9737	2952	1809
LK433_RS06285	NZ_CP085932.1	1526223	1529024	+	2802	17191	31478	7811	5394
LK433_RS06290	NZ_CP085932.1	1529125	1530519	+	1395	7456	13726	4100	2579
LK433_RS06295	NZ_CP085932.1	1531076	1532284	-	1209	1006	1894	1555	745
LK433_RS06300	NZ_CP085932.1	1532332	1533441	-	1110	1032	1752	1427	727
LK433_RS06305	NZ_CP085932.1	1533507	1534232	-	726	782	1500	944	566
LK433_RS06310	NZ_CP085932.1	1534356	1535711	-	1356	9498	18405	11336	6694
LK433_RS06315	NZ_CP085932.1	1535794	1536792	-	999	2311	4528	3186	1751
LK433_RS06320	NZ_CP085932.1	1536917	1538647	-	1731	7108	12971	9263	5427
LK433_RS06325	NZ_CP085932.1	1538920	1539366	+	447	274	605	1660	828
LK433_RS06330	NZ_CP085932.1	1539363	1540541	+	1179	484	770	1500	887
LK433_RS06335	NZ_CP085932.1	1540649	1542457	+	1809	614	1215	2666	1719
LK433_RS06340	NZ_CP085932.1	1542537	1543358	+	822	459	927	2529	1375
LK433_RS06345	NZ_CP085932.1	1543431	1543886	-	456	1479	2569	1970	672
LK433_RS06350	NZ_CP085932.1	1543927	1544619	-	693	1581	3204	1736	735
LK433_RS06355	NZ_CP085932.1	1544958	1547204	-	2247	14768	27823	12615	7646
LK433_RS06360	NZ_CP085932.1	1547450	1548148	+	699	241	489	552	218
LK433_RS06365	NZ_CP085932.1	1548342	1548518	-	177	20	53	42	21
LK433_RS06370	NZ_CP085932.1	1548525	1549433	+	909	72	110	183	80
LK433_RS06375	NZ_CP085932.1	1550262	1551161	-	900	724	1286	1083	667
LK433_RS06380	NZ_CP085932.1	1551253	1552023	-	771	1961	3883	4108	2466
LK433_RS06385	NZ_CP085932.1	1552129	1553517	-	1389	4700	8470	8053	5116
LK433_RS06390	NZ_CP085932.1	1553612	1554643	-	1032	1993	3634	4149	2249
LK433_RS06395	NZ_CP085932.1	1554846	1555688	-	843	2988	5271	2466	1421
LK433_RS06400	NZ_CP085932.1	1555744	1556853	-	1110	3703	6697	2954	1767
LK433_RS06405	NZ_CP085932.1	1556884	1557285	-	402	860	1821	671	369
LK433_RS06410	NZ_CP085932.1	1557356	1558504	-	1149	4112	7821	3521	1980
LK433_RS06415	NZ_CP085932.1	1558564	1559310	-	747	1740	3223	1406	788
LK433_RS06420	NZ_CP085932.1	1559323	1560057	-	735	1763	3079	1290	800
LK433_RS06425	NZ_CP085932.1	1560069	1561019	-	951	5819	10676	4278	2412
LK433_RS06430	NZ_CP085932.1	1561099	1562085	-	987	2083	3705	1810	946
LK433_RS06435	NZ_CP085932.1	1562318	1563193	+	876	516	909	1078	573
LK433_RS06440	NZ_CP085932.1	1563261	1565516	-	2256	1195	2195	1877	1173
LK433_RS06445	NZ_CP085932.1	1565663	1566886	-	1224	1543	2831	1941	1103
LK433_RS06455	NZ_CP085932.1	1567253	1568290	+	1038	2372	4557	4806	2871
LK433_RS06460	NZ_CP085932.1	1569083	1570999	-	1917	1333	2358	1159	593
LK433_RS06465	NZ_CP085932.1	1571068	1571415	+	348	181	322	406	172
LK433_RS06470	NZ_CP085932.1	1571399	1571824	+	426	316	538	570	213
LK433_RS06475	NZ_CP085932.1	1571975	1572799	+	825	1454	2807	3437	1238
LK433_RS06480	NZ_CP085932.1	1572869	1574203	+	1335	1123	2188	1760	1084
LK433_RS06485	NZ_CP085932.1	1574249	1575070	+	822	643	1246	1048	612
LK433_RS06490	NZ_CP085932.1	1575067	1576284	+	1218	625	1272	1113	614
LK433_RS06495	NZ_CP085932.1	1576338	1577096	+	759	414	920	680	378
LK433_RS06500	NZ_CP085932.1	1577191	1577931	+	741	772	1373	1524	720
LK433_RS06505	NZ_CP085932.1	1577960	1581373	+	3414	1613	3081	2241	1147
LK433_RS06510	NZ_CP085932.1	1581900	1583261	+	1362	2875	5573	4161	2158
LK433_RS06515	NZ_CP085932.1	1583466	1584020	-	555	2026	4034	4407	1448
LK433_RS06520	NZ_CP085932.1	1584985	1588986	-	4002	1676	3072	2781	1263
LK433_RS06525	NZ_CP085932.1	1589355	1589951	+	597	1033	1973	3622	2454
LK433_RS06530	NZ_CP085932.1	1589990	1590706	+	717	1683	3269	5711	4357
LK433_RS06535	NZ_CP085932.1	1590779	1591813	-	1035	232	485	782	266
LK433_RS06540	NZ_CP085932.1	1592002	1592253	-	252	7274	14325	16014	5126
LK433_RS06545	NZ_CP085932.1	1592575	1592886	-	312	128	246	210	64
LK433_RS06550	NZ_CP085932.1	1593229	1594299	+	1071	1144	2230	2996	1976
LK433_RS06555	NZ_CP085932.1	1594303	1594872	+	570	489	901	1267	863
LK433_RS06560	NZ_CP085932.1	1594887	1595510	+	624	5017	9747	28049	8612
LK433_RS06565	NZ_CP085932.1	1596164	1597438	-	1275	3237	6319	6165	3496
LK433_RS06570	NZ_CP085932.1	1597663	1598511	+	849	525	1059	1423	996
LK433_RS06575	NZ_CP085932.1	1598628	1600403	+	1776	10811	20533	17865	11831
LK433_RS06580	NZ_CP085932.1	1600415	1600951	+	537	771	1273	1043	838
LK433_RS06585	NZ_CP085932.1	1600968	1603832	+	2865	5781	10228	11241	6331
LK433_RS06590	NZ_CP085932.1	1604073	1605812	-	1740	843	1558	2234	1264
LK433_RS06595	NZ_CP085932.1	1605928	1608477	-	2550	3814	7005	12499	8301
LK433_RS06600	NZ_CP085932.1	1608505	1609155	-	651	568	1002	2270	1138
LK433_RS06605	NZ_CP085932.1	1609438	1609944	+	507	271	562	1239	636
LK433_RS06610	NZ_CP085932.1	1610024	1610779	+	756	838	1464	2605	1417
LK433_RS06615	NZ_CP085932.1	1610878	1612524	-	1647	737	1380	2804	1181
LK433_RS06620	NZ_CP085932.1	1613240	1614112	+	873	967	1929	2083	940
LK433_RS06625	NZ_CP085932.1	1614146	1615279	+	1134	1848	3427	4151	1898
LK433_RS06630	NZ_CP085932.1	1615579	1616511	+	933	384	650	2994	1539
LK433_RS06635	NZ_CP085932.1	1616635	1617705	+	1071	313	580	2486	1486
LK433_RS06640	NZ_CP085932.1	1617764	1619494	+	1731	422	740	3131	1741
LK433_RS06645	NZ_CP085932.1	1619645	1621174	+	1530	1212	2311	2152	1273
LK433_RS06650	NZ_CP085932.1	1621357	1622481	+	1125	722	1262	1001	613
LK433_RS06655	NZ_CP085932.1	1622478	1623461	+	984	332	563	616	303
LK433_RS06660	NZ_CP085932.1	1623495	1624541	-	1047	1238	2342	4375	2169
LK433_RS06665	NZ_CP085932.1	1624760	1627705	+	2946	1863	3757	2785	1590
LK433_RS06670	NZ_CP085932.1	1627861	1628391	-	531	4851	9407	6153	2337
LK433_RS06675	NZ_CP085932.1	1628659	1628868	+	210	91	216	185	84
LK433_RS06680	NZ_CP085932.1	1629036	1629458	-	423	725	1314	703	358
LK433_RS06685	NZ_CP085932.1	1629461	1630033	-	573	1504	2884	1411	731
LK433_RS06690	NZ_CP085932.1	1630085	1630690	-	606	15246	27659	19249	6651
LK433_RS06695	NZ_CP085932.1	1630975	1632042	+	1068	3004	5361	3742	1733
LK433_RS06700	NZ_CP085932.1	1632121	1632435	+	315	1143	1989	1361	670
LK433_RS06705	NZ_CP085932.1	1632428	1633408	+	981	2911	5408	2892	1490
LK433_RS06710	NZ_CP085932.1	1633698	1634270	+	573	1367	2688	1170	744
LK433_RS06715	NZ_CP085932.1	1634282	1634731	+	450	2078	3978	3020	1001
LK433_RS06720	NZ_CP085932.1	1634854	1636212	-	1359	631	1114	888	455
LK433_RS06725	NZ_CP085932.1	1636503	1637453	-	951	61	67	144	58
LK433_RS06730	NZ_CP085932.1	1637777	1638337	-	561	31	60	93	34
LK433_RS06735	NZ_CP085932.1	1638352	1640928	-	2577	65	148	402	131
LK433_RS06740	NZ_CP085932.1	1641379	1641774	-	396	54	95	116	25
LK433_RS06745	NZ_CP085932.1	1641756	1641911	-	156	21	37	21	13
LK433_RS06750	NZ_CP085932.1	1642160	1642627	-	468	150	331	283	81
LK433_RS06755	NZ_CP085932.1	1643343	1643657	+	315	80	194	267	133
LK433_RS06760	NZ_CP085932.1	1643659	1646028	+	2370	1050	2076	2393	1194
LK433_RS06765	NZ_CP085932.1	1646031	1647692	+	1662	598	916	1131	557
LK433_RS06770	NZ_CP085932.1	1647696	1648994	+	1299	352	893	1044	480
LK433_RS06775	NZ_CP085932.1	1648996	1649547	+	552	137	223	279	120
LK433_RS06780	NZ_CP085932.1	1650819	1652018	+	1200	419	716	814	399
LK433_RS06785	NZ_CP085932.1	1652018	1654405	+	2388	636	1295	1356	667
LK433_RS06790	NZ_CP085932.1	1655255	1656586	-	1332	218	521	497	201
LK433_RS06795	NZ_CP085932.1	1657021	1657320	+	300	42	92	177	67
LK433_RS06800	NZ_CP085932.1	1657332	1657694	+	363	41	133	256	98
LK433_RS06805	NZ_CP085932.1	1657719	1658228	+	510	150	262	398	213
LK433_RS06810	NZ_CP085932.1	1658631	1659788	-	1158	562	1069	1867	805
LK433_RS06815	NZ_CP085932.1	1659943	1660239	-	297	167	317	641	276
LK433_RS06820	NZ_CP085932.1	1660587	1660859	+	273	66	78	137	63
LK433_RS06825	NZ_CP085932.1	1661419	1663176	-	1758	873	1603	1160	653
LK433_RS06830	NZ_CP085932.1	1664013	1664552	+	540	91	150	197	69
LK433_RS06835	NZ_CP085932.1	1664620	1664718	+	99	12	37	28	22
LK433_RS06840	NZ_CP085932.1	1664900	1665652	-	753	394	722	935	505
LK433_RS06845	NZ_CP085932.1	1665755	1667524	-	1770	488	994	989	348
LK433_RS06850	NZ_CP085932.1	1667798	1670248	+	2451	449	819	785	356
LK433_RS06855	NZ_CP085932.1	1670373	1671281	-	909	513	1020	250	141
LK433_RS06860	NZ_CP085932.1	1671480	1672355	-	876	708	1294	388	188
LK433_RS06865	NZ_CP085932.1	1672385	1673509	-	1125	1094	2032	506	281
LK433_RS06870	NZ_CP085932.1	1673785	1674576	+	792	807	1540	829	412
LK433_RS06875	NZ_CP085932.1	1674643	1675470	+	828	3639	6346	4322	2174
LK433_RS06880	NZ_CP085932.1	1675652	1676503	-	852	1176	2210	2555	1851
LK433_RS06885	NZ_CP085932.1	1676507	1676974	-	468	1012	1806	2451	1619
LK433_RS06890	NZ_CP085932.1	1677071	1678309	-	1239	841	1532	2277	1350
LK433_RS06895	NZ_CP085932.1	1678678	1679136	-	459	96	188	166	67
LK433_RS06900	NZ_CP085932.1	1679394	1680422	+	1029	341	556	687	329
LK433_RS06905	NZ_CP085932.1	1681443	1681988	+	546	198	393	312	129
LK433_RS06910	NZ_CP085932.1	1682184	1682960	+	777	691	1282	740	464
LK433_RS06915	NZ_CP085932.1	1683082	1683990	+	909	667	1381	672	462
LK433_RS06920	NZ_CP085932.1	1684106	1684387	+	282	193	327	229	135
LK433_RS06925	NZ_CP085932.1	1684882	1685715	+	834	1124	1978	1121	792
LK433_RS06930	NZ_CP085932.1	1685752	1686921	+	1170	2240	4080	1875	1377
LK433_RS06935	NZ_CP085932.1	1687105	1688172	+	1068	3992	7399	2915	2350
LK433_RS06940	NZ_CP085932.1	1688185	1688982	+	798	2320	4187	1719	1263
LK433_RS06945	NZ_CP085932.1	1689356	1690819	+	1464	986	1980	759	384
LK433_RS06950	NZ_CP085932.1	1691331	1691990	+	660	317	635	3435	1647
LK433_RS06955	NZ_CP085932.1	1692134	1693486	+	1353	5630	10704	8534	5714
LK433_RS06960	NZ_CP085932.1	1693593	1694471	+	879	2808	5181	4588	2910
LK433_RS06965	NZ_CP085932.1	1694641	1697241	+	2601	1067	1847	2338	1238
LK433_RS06970	NZ_CP085932.1	1697479	1698624	+	1146	36742	70190	14312	5612
LK433_RS06975	NZ_CP085932.1	1699010	1700812	+	1803	3791	6971	3153	1757
LK433_RS06980	NZ_CP085932.1	1700896	1702611	+	1716	3310	5993	2473	1555
LK433_RS06985	NZ_CP085932.1	1702716	1703261	+	546	1148	2256	1150	582
LK433_RS06990	NZ_CP085932.1	1703378	1704181	+	804	427	866	464	273
LK433_RS06995	NZ_CP085932.1	1704379	1705422	+	1044	6751	13156	6102	3569
LK433_RS07000	NZ_CP085932.1	1705565	1707460	-	1896	707	1279	883	361
LK433_RS07005	NZ_CP085932.1	1707576	1709297	-	1722	1700	3186	2541	1085
LK433_RS07010	NZ_CP085932.1	1709557	1710768	-	1212	5772	10758	4365	1641
LK433_RS07015	NZ_CP085932.1	1710852	1712258	-	1407	2527	4486	1673	816
LK433_RS07020	NZ_CP085932.1	1712467	1713318	+	852	398	786	469	202
LK433_RS07025	NZ_CP085932.1	1713480	1714154	-	675	868	1447	1501	501
LK433_RS07030	NZ_CP085932.1	1714099	1714293	-	195	2	4	8	4
LK433_RS07035	NZ_CP085932.1	1714485	1716743	+	2259	1980	3510	806	312
LK433_RS07040	NZ_CP085932.1	1716778	1718124	+	1347	1017	2055	451	166
LK433_RS07045	NZ_CP085932.1	1718396	1718758	+	363	694	1431	687	174
LK433_RS07050	NZ_CP085932.1	1718789	1719925	-	1137	157	378	325	107
LK433_RS07055	NZ_CP085932.1	1720153	1722315	+	2163	972	2075	3965	2212
LK433_RS07060	NZ_CP085932.1	1722553	1724046	+	1494	1972	3930	8804	4727
LK433_RS07065	NZ_CP085932.1	1724106	1724804	+	699	3425	7256	22432	9413
